Office_Code,Office_Name,Location,Manager,Total_Revenue
7375,Sucursal 7375,Alicante,Sabina Camino,5220.17
7376,Sucursal 7376,Toledo,Leire Gomis,25512.1
7377,Sucursal 7377,Salamanca,Crescencia Quero,17402.82
7378,Sucursal 7378,Burgos,Amancio Larrea,33324.52
7379,Sucursal 7379,Guipúzcoa,Maxi Alemán,18046.309999999998
7380,Sucursal 7380,Valencia,Eva Jover,15856.5
7381,Sucursal 7381,Zamora,Heriberto Torrent,19184.27
7382,Sucursal 7382,Zaragoza,Joaquina Rico,8081.67
7383,Sucursal 7383,Málaga,Carina Escalona,7239.94
7384,Sucursal 7384,Lleida,Severino Heras,18354.11
7385,Sucursal 7385,Soria,Bárbara Laguna,20988.809999999998
7386,Sucursal 7386,Asturias,Bernardo Montesinos,22787.98
7387,Sucursal 7387,Valencia,Rosalía Villaverde,21522.2
7388,Sucursal 7388,Cádiz,Corona Manjón,15148.27
7389,Sucursal 7389,Tarragona,Vicente Álvarez,30306.3
7390,Sucursal 7390,Cuenca,Marcos Soriano,18200.9
7391,Sucursal 7391,Vizcaya,Noemí Collado,31186.21
7392,Sucursal 7392,Valencia,Heriberto Zamorano,6059.77
7393,Sucursal 7393,Valladolid,Brunilda Dominguez,13217.32
7394,Sucursal 7394,Albacete,Abel Mendez,6744.36
7395,Sucursal 7395,Albacete,Rocío Pons,18577.25
7396,Sucursal 7396,Huesca,Hortensia Pulido,14602.91
7397,Sucursal 7397,Segovia,Marcial Moya,14826.65
7398,Sucursal 7398,Navarra,Gregorio García,23559.190000000002
7399,Sucursal 7399,Girona,Adrián Romeu,10799.26
7400,Sucursal 7400,Burgos,Heliodoro Lorenzo,20800.93
7401,Sucursal 7401,Palencia,Ciro Agullo,13396.78
7402,Sucursal 7402,Salamanca,Elena Lastra,24837.56
7403,Sucursal 7403,Badajoz,Atilio Rueda,26110.81
7404,Sucursal 7404,Barcelona,Amor Duran,16318.490000000002
7405,Sucursal 7405,Málaga,Lupe Manrique,7553.94
7406,Sucursal 7406,Badajoz,Amaya Bou,4295.28
7407,Sucursal 7407,Santa Cruz de Tenerife,Cleto Barragán,13013.05
7408,Sucursal 7408,Huelva,Martin Solé,6035.62
7409,Sucursal 7409,Madrid,Ignacia Valenciano,4689.34
7410,Sucursal 7410,Burgos,Jose Manuel Tello,13201.94
7411,Sucursal 7411,Girona,Patricia Nuñez,3156.76
7412,Sucursal 7412,La Coruña,Virginia Menéndez,17611.21
7413,Sucursal 7413,Guipúzcoa,Ruperto Torrens,12529.0
7414,Sucursal 7414,Soria,Mariano Belda,28694.79
7415,Sucursal 7415,Huelva,José Mari Riba,17904.31
7416,Sucursal 7416,Valladolid,Maximiliano Francisco,15242.220000000001
7417,Sucursal 7417,Córdoba,Joaquín Bonet,6266.71
7418,Sucursal 7418,Soria,Marisol Peñas,12388.119999999999
7419,Sucursal 7419,Valencia,Perlita Coello,18183.73
7420,Sucursal 7420,Palencia,Agustina Calleja,4888.85
7421,Sucursal 7421,Girona,Asunción Sedano,13173.29
7422,Sucursal 7422,Castellón,Nayara Iglesias,6406.64
7423,Sucursal 7423,Valladolid,Eulalia Matas,6007.84
7424,Sucursal 7424,Baleares,Juan Carlos Mayo,23093.34
7425,Sucursal 7425,Valencia,Cipriano Almagro,11210.6
7426,Sucursal 7426,Melilla,Amaya Donoso,12911.369999999999
7427,Sucursal 7427,Ciudad,Marcial Guerrero,4624.88
7428,Sucursal 7428,Segovia,Cloe Palmer,13796.28
7429,Sucursal 7429,Álava,Toño Gutierrez,8896.09
7430,Sucursal 7430,Vizcaya,Curro Gabaldón,13303.24
7431,Sucursal 7431,Almería,Clotilde Cases,21666.98
7432,Sucursal 7432,Vizcaya,Encarnación Esteve,12144.18
7433,Sucursal 7433,Cáceres,Ximena Barros,12164.3
7434,Sucursal 7434,Teruel,Gonzalo Catalá,22460.21
7435,Sucursal 7435,Tarragona,Óscar Olivé,23528.129999999997
7436,Sucursal 7436,Vizcaya,Adelina Villalba,12470.66
7437,Sucursal 7437,Cádiz,Nazario Guzman,8742.4
7438,Sucursal 7438,Guipúzcoa,David Sevillano,25710.62
7439,Sucursal 7439,Cantabria,Ariel Leon,23543.34
7441,Sucursal 7441,Cantabria,Amparo Montoya,8132.599999999999
7442,Sucursal 7442,Badajoz,Aurora Torrent,9370.35
7443,Sucursal 7443,Málaga,Cosme Giralt,1436.28
7444,Sucursal 7444,Ávila,María Fernanda Pineda,33868.55
7445,Sucursal 7445,Burgos,Nicodemo Alberto,15213.42
7446,Sucursal 7446,Ciudad,Adoración Santamaria,15198.73
7447,Sucursal 7447,Pontevedra,Noelia Domínguez,9974.36
7448,Sucursal 7448,Ceuta,Nuria Montes,19125.309999999998
7449,Sucursal 7449,Soria,Otilia Paredes,8048.12
7450,Sucursal 7450,Cáceres,Concepción Cano,24896.75
7451,Sucursal 7451,Valladolid,Fidela Rodrigo,11779.3
7452,Sucursal 7452,Ourense,Herminia Alcaraz,3016.8
7453,Sucursal 7453,Guadalajara,Clara Peinado,6382.3
7454,Sucursal 7454,Málaga,Evaristo Esteban,19324.309999999998
7455,Sucursal 7455,Toledo,Jafet Pérez,2827.54
7456,Sucursal 7456,Córdoba,Germán Batlle,21070.260000000002
7457,Sucursal 7457,Pontevedra,Hermenegildo Ávila,42600.72
7458,Sucursal 7458,Ávila,Sancho Gimenez,17557.12
7459,Sucursal 7459,Albacete,Faustino Zabala,6712.74
7460,Sucursal 7460,La Coruña,Antonia Cobo,6661.42
7461,Sucursal 7461,Ávila,Cesar Ros,5574.07
7462,Sucursal 7462,Burgos,Angelino Gargallo,14119.46
7463,Sucursal 7463,Pontevedra,Urbano Gallardo,27806.489999999998
7464,Sucursal 7464,Vizcaya,Bibiana Mur,21384.13
7465,Sucursal 7465,Soria,Sandalio Calvet,9746.32
7466,Sucursal 7466,Ourense,Juan Manuel Salom,29927.65
7467,Sucursal 7467,Álava,Estela Barberá,14020.45
7468,Sucursal 7468,Navarra,Norberto Figuerola,1698.85
7469,Sucursal 7469,Zamora,Juan Luis Beltran,15457.06
7470,Sucursal 7470,Zaragoza,Gisela Anguita,14716.779999999999
7471,Sucursal 7471,León,Marcela Elías,30730.65
7472,Sucursal 7472,Palencia,Chita Iglesia,9560.18
7473,Sucursal 7473,Valencia,Estela Palomino,11511.75
7474,Sucursal 7474,Baleares,Andrea Galiano,9544.92
7475,Sucursal 7475,Guadalajara,Lucía Peña,18368.96
7476,Sucursal 7476,Melilla,Andrés Aguiló,30319.82
7477,Sucursal 7477,Jaén,Esperanza Alarcón,14609.36
7478,Sucursal 7478,Sevilla,Jose Ignacio Blanco,11454.42
7479,Sucursal 7479,Guipúzcoa,Cesar Guardia,14270.08
7480,Sucursal 7480,Lugo,Toni Maza,7037.26
7481,Sucursal 7481,Ávila,Fernanda Villegas,17750.87
7482,Sucursal 7482,Almería,Víctor Mascaró,17219.5
7483,Sucursal 7483,Málaga,Florencia Alvarado,9058.44
7484,Sucursal 7484,Palencia,Adelardo Catalán,6937.29
7485,Sucursal 7485,Guipúzcoa,Ramona Guardia,22357.96
7486,Sucursal 7486,Zaragoza,Yolanda Acosta,12870.26
7487,Sucursal 7487,Ceuta,Moisés Rubio,25303.45
7488,Sucursal 7488,Huelva,Máximo Zabala,15119.44
7489,Sucursal 7489,Lugo,Milagros Amat,10867.47
7490,Sucursal 7490,Pontevedra,Remedios Ariño,10543.939999999999
7491,Sucursal 7491,Zamora,Ceferino Gutierrez,10985.720000000001
7492,Sucursal 7492,Cáceres,Encarnación Garcés,3164.57
7493,Sucursal 7493,Álava,Luciana Iborra,19645.5
7494,Sucursal 7494,Lugo,Nicanor Solera,16464.38
7495,Sucursal 7495,Cuenca,Blas Sebastián,8753.39
7496,Sucursal 7496,Pontevedra,Arsenio Losada,23475.3
7497,Sucursal 7497,Cáceres,Sebastián Bernat,4341.95
7498,Sucursal 7498,Cantabria,Pilar Jordán,27634.37
7499,Sucursal 7499,Córdoba,Reinaldo Arregui,7320.6900000000005
7500,Sucursal 7500,Córdoba,Ángel Peláez,7495.6
7501,Sucursal 7501,Córdoba,Isa Viña,12978.84
7502,Sucursal 7502,Murcia,Esperanza Andrés,17148.65
7503,Sucursal 7503,Ciudad,Gilberto Calderón,16100.82
7504,Sucursal 7504,León,Mariano Bernal,19059.260000000002
7505,Sucursal 7505,Ceuta,Baltasar Pozuelo,8247.28
7506,Sucursal 7506,Cáceres,Ester Soria,22949.03
7507,Sucursal 7507,Cáceres,Remedios Fonseca,19167.14
7508,Sucursal 7508,Palencia,Custodia Alegre,11935.42
7509,Sucursal 7509,Palencia,Andrés Borja,26333.9
7510,Sucursal 7510,Badajoz,Héctor Coronado,26816.59
7511,Sucursal 7511,Soria,Gerardo Alfaro,35153.87
7512,Sucursal 7512,Zamora,Chus Gallardo,11119.58
7513,Sucursal 7513,Castellón,Juan Francisco Matas,7102.3
7514,Sucursal 7514,La Rioja,Paula Maza,13924.18
7515,Sucursal 7515,Huesca,Sandra Boix,24812.43
7516,Sucursal 7516,Tarragona,Aura Rosselló,13574.78
7517,Sucursal 7517,Lugo,Odalys Verdugo,12795.09
7518,Sucursal 7518,Pontevedra,Apolinar Menéndez,8430.51
7519,Sucursal 7519,Ceuta,Wálter Jordán,19055.48
7520,Sucursal 7520,Girona,África Casado,23552.78
7521,Sucursal 7521,Segovia,Jaime Domínguez,3460.04
7522,Sucursal 7522,Cáceres,Dora Gras,27791.14
7523,Sucursal 7523,Valladolid,Nacio Andrade,21751.25
7524,Sucursal 7524,Huesca,Arcelia Carrasco,10837.2
7525,Sucursal 7525,Barcelona,Pilar Adán,16388.04
7526,Sucursal 7526,Cáceres,Macario Barón,15923.02
7527,Sucursal 7527,Álava,Leire Alcántara,2076.86
7528,Sucursal 7528,Ciudad,Ambrosio Capdevila,10707.27
7529,Sucursal 7529,Las Palmas,Maximino Molins,23003.58
7530,Sucursal 7530,Teruel,Tere Narváez,12339.98
7531,Sucursal 7531,Cádiz,Sancho Blanco,9044.14
7532,Sucursal 7532,Pontevedra,Xavier Pons,6773.4
7533,Sucursal 7533,Tarragona,Cruz Gallardo,13536.15
7534,Sucursal 7534,Cádiz,Asdrubal Zabala,9855.34
7535,Sucursal 7535,Castellón,Marianela España,13046.69
7536,Sucursal 7536,Santa Cruz de Tenerife,Celso Santos,15568.73
7537,Sucursal 7537,Zamora,Primitiva Vizcaíno,21031.82
7538,Sucursal 7538,Guadalajara,Toribio Aragón,12701.58
7539,Sucursal 7539,Castellón,Plácido Téllez,4501.0
7540,Sucursal 7540,Vizcaya,Zaira Balaguer,20325.160000000003
7541,Sucursal 7541,Ávila,Ainara Palau,5715.49
7542,Sucursal 7542,Valladolid,Maximino Gomila,16586.14
7543,Sucursal 7543,La Coruña,Mar Rueda,14050.130000000001
7544,Sucursal 7544,Sevilla,Alejandro Gordillo,38061.31
7545,Sucursal 7545,Castellón,Geraldo Carvajal,3140.68
7546,Sucursal 7546,Teruel,Hortensia Ribes,3558.31
7547,Sucursal 7547,Cuenca,Nadia Carlos,36914.26
7548,Sucursal 7548,Zamora,Lino Ferrán,12659.94
7549,Sucursal 7549,Pontevedra,Pelayo Leiva,9525.06
7550,Sucursal 7550,Barcelona,Beatriz Barberá,4527.94
7551,Sucursal 7551,Tarragona,Aristides Lastra,8825.03
7552,Sucursal 7552,La Rioja,Nydia Coll,15290.52
7553,Sucursal 7553,Cuenca,Eduardo Hidalgo,6678.79
7554,Sucursal 7554,Ciudad,Anacleto Haro,7258.26
7555,Sucursal 7555,Melilla,Máximo Viñas,14443.99
7556,Sucursal 7556,Murcia,Ciriaco Quintanilla,13228.3
7557,Sucursal 7557,Baleares,María Carmen Marqués,20425.12
7558,Sucursal 7558,Soria,Wilfredo Cañizares,26221.32
7559,Sucursal 7559,Melilla,Cayetana Pera,23785.4
7560,Sucursal 7560,Tarragona,Almudena Verdú,14045.960000000001
7561,Sucursal 7561,Burgos,Berta Ibarra,8278.54
7562,Sucursal 7562,Cantabria,Máximo Cifuentes,16947.27
7563,Sucursal 7563,Huesca,Elisa Poza,30593.559999999998
7564,Sucursal 7564,Cáceres,Prudencio Zurita,20819.61
7565,Sucursal 7565,Cádiz,Brígida Benito,26698.42
7566,Sucursal 7566,Huesca,Miguela Río,21548.760000000002
7567,Sucursal 7567,Cádiz,Elvira Carrera,28114.87
7568,Sucursal 7568,La Rioja,Maximiliano Ramón,5279.539999999999
7569,Sucursal 7569,Badajoz,Nicolás Dominguez,35995.57
7570,Sucursal 7570,Melilla,Cosme Costa,6176.950000000001
7571,Sucursal 7571,Cádiz,Pedro Angulo,26101.53
7572,Sucursal 7572,Melilla,Nicodemo Piñeiro,21875.23
7573,Sucursal 7573,Salamanca,Remigio Berrocal,20939.47
7574,Sucursal 7574,Ourense,Natanael Álamo,13980.23
7575,Sucursal 7575,Zamora,Paula Vigil,2588.26
7576,Sucursal 7576,Lleida,Rosalinda Vara,1409.74
7577,Sucursal 7577,Ávila,Valeria Oliva,6163.14
7578,Sucursal 7578,La Rioja,Nacho Velasco,4961.65
7579,Sucursal 7579,Valladolid,Apolonia Alcántara,11352.77
7580,Sucursal 7580,Burgos,Rosa Pomares,16580.35
7581,Sucursal 7581,Segovia,Vasco Cabanillas,8177.3
7582,Sucursal 7582,Sevilla,Andrea Rivas,11363.21
7583,Sucursal 7583,Guipúzcoa,Ramiro Ruano,6486.3
7584,Sucursal 7584,Girona,Ruy Iniesta,12563.87
7585,Sucursal 7585,Ourense,Pía Lorenzo,4125.03
7586,Sucursal 7586,Salamanca,Hector Aller,9651.09
7587,Sucursal 7587,Huesca,Áurea Luz,22118.59
7588,Sucursal 7588,Guipúzcoa,Joaquín Tello,28304.16
7589,Sucursal 7589,Las Palmas,Gervasio Espinosa,14070.199999999999
7590,Sucursal 7590,Burgos,Severo Raya,4997.78
7591,Sucursal 7591,Huelva,Marina Cabeza,7513.83
7592,Sucursal 7592,Tarragona,Maite Mendez,7660.790000000001
7593,Sucursal 7593,Almería,Antonio Agudo,28250.739999999998
7594,Sucursal 7594,Tarragona,Ernesto Pagès,19516.21
7595,Sucursal 7595,Navarra,Catalina Perez,12197.029999999999
7596,Sucursal 7596,Almería,Susanita Rosales,24825.55
7597,Sucursal 7597,Navarra,Osvaldo Bonet,6670.86
7598,Sucursal 7598,Zaragoza,Piedad Yuste,4847.12
7599,Sucursal 7599,Cantabria,Paz Arjona,1797.46
7600,Sucursal 7600,Guadalajara,Jenaro Cobos,7822.83
7601,Sucursal 7601,Valencia,Calixta Fajardo,25335.07
7602,Sucursal 7602,Almería,Domingo Ferrán,15205.5
7603,Sucursal 7603,Asturias,Carlito Sanz,12985.12
7604,Sucursal 7604,Almería,Beatriz Herrero,10857.400000000001
7605,Sucursal 7605,Girona,Alfredo Casanova,20745.13
7606,Sucursal 7606,Asturias,Isidoro Morales,18468.03
7607,Sucursal 7607,Zamora,Erasmo Mosquera,9109.82
7608,Sucursal 7608,Huelva,Jordana Reig,14613.420000000002
7609,Sucursal 7609,La Rioja,Pelayo Guijarro,4682.83
7610,Sucursal 7610,Ávila,Gisela Soto,22304.46
7611,Sucursal 7611,Valladolid,Angélica Bayona,14647.73
7612,Sucursal 7612,Burgos,Filomena Parejo,17077.64
7613,Sucursal 7613,Granada,Ariel Valls,1391.04
7614,Sucursal 7614,Badajoz,Rufino Pomares,27139.84
7615,Sucursal 7615,Teruel,Conrado Real,20311.73
7616,Sucursal 7616,Valencia,Soraya Arce,11084.49
7617,Sucursal 7617,Burgos,Lalo Amador,20804.760000000002
7618,Sucursal 7618,Huelva,Ildefonso Bernal,9931.490000000002
7619,Sucursal 7619,Asturias,Zacarías Contreras,18964.32
7620,Sucursal 7620,Granada,Pepe Amo,4980.76
7621,Sucursal 7621,Ciudad,Toribio Salamanca,7715.44
7622,Sucursal 7622,Ávila,Bautista Arrieta,20176.010000000002
7623,Sucursal 7623,Madrid,César Rubio,28616.21
7624,Sucursal 7624,Santa Cruz de Tenerife,Amada Reig,11674.2
7625,Sucursal 7625,Baleares,Tere Ureña,13079.36
7626,Sucursal 7626,Sevilla,Isaac Aguirre,10466.25
7627,Sucursal 7627,Jaén,Florina Fajardo,7899.07
7628,Sucursal 7628,Santa Cruz de Tenerife,Vinicio Navarrete,8681.37
7629,Sucursal 7629,Sevilla,Reyes Sanchez,29597.9
7630,Sucursal 7630,Pontevedra,Nicodemo Ortuño,5047.82
7631,Sucursal 7631,Madrid,Luz Nadal,34794.56
7632,Sucursal 7632,Badajoz,Gaspar Barberá,30792.85
7633,Sucursal 7633,León,Edgardo Redondo,9091.25
7634,Sucursal 7634,Melilla,Vicente Heras,14732.3
7635,Sucursal 7635,Granada,Sandra Calderon,12571.52
7636,Sucursal 7636,La Coruña,Renata Francisco,14283.68
7637,Sucursal 7637,Málaga,Adolfo Royo,12870.84
7638,Sucursal 7638,Albacete,Zaida Mena,13635.42
7639,Sucursal 7639,Málaga,Dimas Cervera,27559.02
7640,Sucursal 7640,Huelva,Rosario Matas,11251.18
7641,Sucursal 7641,Asturias,Danilo Enríquez,3215.55
7642,Sucursal 7642,Baleares,Vicente España,8519.72
7643,Sucursal 7643,Segovia,Octavio Márquez,7697.82
7644,Sucursal 7644,Soria,Corona Estevez,19917.64
7645,Sucursal 7645,Alicante,Tiburcio Recio,14098.369999999999
7646,Sucursal 7646,Málaga,Amado Pérez,17219.7
7647,Sucursal 7647,Las Palmas,Abigaíl Córdoba,8322.18
7648,Sucursal 7648,La Rioja,Amador Belda,15634.14
7649,Sucursal 7649,Barcelona,Albert Cabezas,19725.31
7650,Sucursal 7650,Ceuta,Quirino Montero,31207.050000000003
7651,Sucursal 7651,La Rioja,Natividad Prado,43770.4
7652,Sucursal 7652,Murcia,Ana Sofía Company,11722.89
7653,Sucursal 7653,Lugo,Trinidad Ojeda,5755.73
7654,Sucursal 7654,Tarragona,Flor Benet,19147.38
7655,Sucursal 7655,Ávila,Cirino Anguita,10693.56
7656,Sucursal 7656,Cuenca,Herberto Galindo,21169.45
7657,Sucursal 7657,Burgos,Ale Yuste,29178.27
7658,Sucursal 7658,Cádiz,Azahara Tomás,7687.01
7659,Sucursal 7659,Cantabria,Espiridión Arcos,22383.15
7660,Sucursal 7660,Albacete,Francisco Javier Galiano,7968.87
7661,Sucursal 7661,Albacete,Héctor Gargallo,4348.61
7662,Sucursal 7662,Cádiz,Nerea Recio,5886.17
7663,Sucursal 7663,Valencia,Emilia Garmendia,10559.19
7664,Sucursal 7664,Las Palmas,Gema Becerra,14048.82
7665,Sucursal 7665,Toledo,Bruno Jara,8635.57
7666,Sucursal 7666,Jaén,Alondra Blanco,10232.01
7667,Sucursal 7667,Ceuta,Ainoa Reguera,9374.17
7668,Sucursal 7668,Córdoba,Íñigo Valverde,7427.469999999999
7669,Sucursal 7669,Las Palmas,Julio Miranda,8041.1900000000005
7670,Sucursal 7670,Valencia,Eli Barragán,17443.45
7671,Sucursal 7671,Burgos,Esther Murcia,24318.02
7672,Sucursal 7672,Guipúzcoa,Dan Artigas,22388.53
7673,Sucursal 7673,Álava,Yaiza Batlle,9686.28
7674,Sucursal 7674,Toledo,Hilario Ferrán,34038.65
7675,Sucursal 7675,Santa Cruz de Tenerife,Irene Sastre,33503.49
7676,Sucursal 7676,Málaga,Lázaro Serra,8549.61
7677,Sucursal 7677,Lugo,Fidela Sureda,19714.46
7678,Sucursal 7678,Melilla,Nidia Poza,5291.39
7679,Sucursal 7679,Toledo,Ángela Soto,11260.25
7680,Sucursal 7680,Teruel,Balduino Heras,17694.08
7681,Sucursal 7681,Zaragoza,Elvira Tenorio,8706.21
7682,Sucursal 7682,Álava,Herberto Rebollo,14581.640000000001
7683,Sucursal 7683,Zaragoza,Paulina Sarmiento,16943.579999999998
7684,Sucursal 7684,Ourense,Armida Quirós,10061.07
7685,Sucursal 7685,Castellón,Carmen Galvez,9369.07
7686,Sucursal 7686,León,Adelardo Ripoll,20309.77
7687,Sucursal 7687,Álava,Salvador Castelló,18642.75
7688,Sucursal 7688,Castellón,Jordán Alonso,8250.46
7689,Sucursal 7689,La Rioja,Florinda Castañeda,11513.3
7690,Sucursal 7690,Málaga,Patricio Samper,4436.43
7691,Sucursal 7691,Toledo,Goyo Neira,16175.33
7692,Sucursal 7692,Lleida,María Ángeles Miralles,9687.19
7693,Sucursal 7693,Ceuta,Aitor Bonilla,10151.99
7695,Sucursal 7695,Segovia,Pastora Torrens,13689.01
7696,Sucursal 7696,Madrid,Chuy Escolano,10340.96
7697,Sucursal 7697,Almería,Juliana Daza,37777.78
7698,Sucursal 7698,Granada,Jose Angel Colom,14194.18
7699,Sucursal 7699,Castellón,Tristán Calderón,25303.07
7700,Sucursal 7700,Zaragoza,Anselmo Amat,16037.25
7701,Sucursal 7701,Álava,Gustavo Cabezas,11494.59
7702,Sucursal 7702,Alicante,Hernán Sanz,8203.18
7703,Sucursal 7703,Alicante,Cayetana Benítez,31951.5
7704,Sucursal 7704,Zamora,Artemio Landa,27496.6
7705,Sucursal 7705,Ávila,Aurora Grande,7193.650000000001
7706,Sucursal 7706,Guipúzcoa,Modesto Barceló,31090.54
7707,Sucursal 7707,Segovia,Luis Miguel Galán,9817.43
7708,Sucursal 7708,Lugo,Elpidio Hervás,10465.17
7709,Sucursal 7709,Cáceres,Maxi Villar,29290.25
7710,Sucursal 7710,Granada,Paula Bosch,13605.460000000001
7711,Sucursal 7711,Burgos,Aureliano Tenorio,12037.41
7712,Sucursal 7712,Girona,Tania Manzanares,28046.25
7713,Sucursal 7713,Jaén,Sol Gargallo,11303.1
7714,Sucursal 7714,Ávila,Sonia Prats,8255.52
7715,Sucursal 7715,Cádiz,Jose Francisco Farré,23220.73
7716,Sucursal 7716,Asturias,Rosendo Bejarano,8611.58
7717,Sucursal 7717,Huesca,Emma Boada,8097.25
7718,Sucursal 7718,Asturias,Tristán Verdugo,14453.64
7719,Sucursal 7719,Toledo,Chucho Garmendia,15321.56
7720,Sucursal 7720,Asturias,Mariano Diéguez,4475.47
7721,Sucursal 7721,Albacete,Evita Cortina,12694.220000000001
7722,Sucursal 7722,Ciudad,Armida Bustamante,28707.579999999998
7723,Sucursal 7723,Girona,Palmira Comas,5202.870000000001
7724,Sucursal 7724,Ceuta,Custodia Morell,14385.41
7725,Sucursal 7725,Tarragona,María Pilar Cid,19855.699999999997
7726,Sucursal 7726,Vizcaya,Francisca Agudo,14931.529999999999
7728,Sucursal 7728,Palencia,María Del Carmen Menéndez,13138.92
7729,Sucursal 7729,Vizcaya,Aarón Fernandez,9635.970000000001
7730,Sucursal 7730,Palencia,Jessica Galván,34725.85
7731,Sucursal 7731,Huesca,Débora Andrés,21210.12
7732,Sucursal 7732,Sevilla,Dora Murillo,7254.28
7733,Sucursal 7733,Palencia,José Manuel Puig,29256.2
7734,Sucursal 7734,Pontevedra,Dan Bas,20079.649999999998
7735,Sucursal 7735,Zamora,Rosa Redondo,9200.48
7736,Sucursal 7736,Soria,Estrella Torrents,24188.11
7737,Sucursal 7737,Huelva,Federico Fortuny,23671.98
7738,Sucursal 7738,Albacete,Evelia Valbuena,21831.489999999998
7739,Sucursal 7739,Lugo,Zaida Hernandez,7935.3
7741,Sucursal 7741,Palencia,Gertrudis Guillen,13938.04
7742,Sucursal 7742,Vizcaya,Azucena Salvà,19181.33
7743,Sucursal 7743,Las Palmas,Juan Francisco Domingo,35633.41
7744,Sucursal 7744,Segovia,Guadalupe Izaguirre,8231.46
7746,Sucursal 7746,Cádiz,Heliodoro Lobato,22976.22
7747,Sucursal 7747,Guipúzcoa,Noemí Cáceres,6438.72
7748,Sucursal 7748,Ávila,Melania Jara,11832.27
7750,Sucursal 7750,León,Hipólito Pastor,28035.81
7751,Sucursal 7751,Huesca,Eliseo Durán,8657.42
7752,Sucursal 7752,Pontevedra,Bautista Vara,6380.23
7753,Sucursal 7753,Murcia,África Alfonso,18667.47
7754,Sucursal 7754,Baleares,Paola Sevilla,25808.54
7755,Sucursal 7755,Santa Cruz de Tenerife,Erasmo Batlle,11724.98
7756,Sucursal 7756,Cuenca,Nuria Oliva,10321.91
7757,Sucursal 7757,Palencia,Ceferino Jaén,8758.57
7758,Sucursal 7758,Huelva,América Rincón,12055.19
7759,Sucursal 7759,Valladolid,Rubén Manrique,11548.88
7761,Sucursal 7761,Baleares,Moreno Aliaga,12671.55
7762,Sucursal 7762,Almería,Marcia Peinado,12286.0
7763,Sucursal 7763,La Rioja,Edelmiro Abad,10491.15
7764,Sucursal 7764,Asturias,Ignacia Cabo,7472.66
7765,Sucursal 7765,Cádiz,Fermín Granados,12687.32
7766,Sucursal 7766,Badajoz,Nicanor Montserrat,16297.789999999999
7767,Sucursal 7767,Teruel,Evangelina Pérez,5745.2699999999995
7768,Sucursal 7768,Pontevedra,Edu Lobato,8076.8099999999995
7769,Sucursal 7769,Badajoz,Jeremías Salinas,20389.41
7770,Sucursal 7770,Cantabria,Nilo Arteaga,16541.57
7772,Sucursal 7772,Teruel,Ofelia Gargallo,11790.92
7773,Sucursal 7773,Pontevedra,Judith Tello,9024.49
7774,Sucursal 7774,Murcia,Rosalina Barrio,27346.559999999998
7775,Sucursal 7775,Soria,Claudio Garay,12808.77
7776,Sucursal 7776,Cuenca,Bernarda Mascaró,3046.23
7777,Sucursal 7777,Cantabria,Magdalena Meléndez,13749.369999999999
7778,Sucursal 7778,Burgos,Francisca Iniesta,17472.5
7779,Sucursal 7779,Tarragona,Charo Ballesteros,20446.41
7780,Sucursal 7780,Baleares,Merche Abril,8713.16
7781,Sucursal 7781,Ciudad,Emiliano Torrent,18239.6
7782,Sucursal 7782,Madrid,Cesar Salamanca,5335.03
7783,Sucursal 7783,Salamanca,Felipe Soler,9035.79
7784,Sucursal 7784,Vizcaya,Abraham España,3970.8199999999997
7785,Sucursal 7785,Albacete,Gregorio Esteve,18028.52
7786,Sucursal 7786,Cádiz,Soledad Baena,23757.6
7787,Sucursal 7787,Santa Cruz de Tenerife,Herminia Antúnez,14224.72
7788,Sucursal 7788,Las Palmas,Maxi Gonzalez,16203.11
7789,Sucursal 7789,La Coruña,Matilde Ángel,21276.46
7790,Sucursal 7790,Madrid,Jafet Higueras,21543.02
7791,Sucursal 7791,Baleares,Montserrat Carretero,28416.52
7792,Sucursal 7792,Ceuta,Pelayo Crespi,15302.21
7793,Sucursal 7793,Alicante,Ainara Campoy,20992.68
7794,Sucursal 7794,Navarra,Florentina Olmo,25175.34
7795,Sucursal 7795,León,Luisa Carballo,20563.870000000003
7796,Sucursal 7796,Córdoba,Candelas Aliaga,9154.61
7797,Sucursal 7797,Barcelona,Virginia Gimeno,12552.52
7798,Sucursal 7798,Ourense,Amalia Galan,21466.440000000002
7799,Sucursal 7799,Navarra,Adela Romeu,21954.33
7800,Sucursal 7800,Baleares,Palmira Alcázar,3576.76
7801,Sucursal 7801,Jaén,Manuelita Palomares,15196.560000000001
7802,Sucursal 7802,Lleida,Jorge Posada,13071.83
7803,Sucursal 7803,Álava,Edgardo Diéguez,12243.27
7804,Sucursal 7804,Teruel,Jovita Jódar,13925.25
7805,Sucursal 7805,Ciudad,Emiliana Arellano,4109.46
7806,Sucursal 7806,Girona,Custodio Burgos,2718.83
7807,Sucursal 7807,Tarragona,Chuy Millán,19194.440000000002
7808,Sucursal 7808,Asturias,Óscar Ferrer,28501.9
7809,Sucursal 7809,La Coruña,Marisela Perez,15503.92
7810,Sucursal 7810,Cádiz,Hortensia Álvarez,17234.54
7811,Sucursal 7811,Santa Cruz de Tenerife,Federico Cañizares,16790.5
7812,Sucursal 7812,Ceuta,Moisés Nicolau,11779.83
7813,Sucursal 7813,Albacete,Renato Chamorro,7196.07
7814,Sucursal 7814,Alicante,Jennifer Gómez,7777.87
