Client_ID,Type_Client,Name,Surname,Date_Birth,Gender,Address,City,Province,Country,Phone,Email,Registration_Date,Customer_Segment,Customer_Lifetime_Value,Status
1107,Individual,Gisela,Nogueira Gutiérrez,1951-05-15,Mujer,"Glorieta Ema Saldaña 63, Blanes",Blanes,Girona,España,+34988174611,gisela.nogueira@gmail.com,2020-03-26,Oro,24563.61,Inactivo
1108,Individual,Heliodoro,Rodrigo Fabra,1955-07-31,Hombre,"Paseo Nacho Guerra 116, Pamplona",Pamplona,Navarra,España,+34 841925770,heliodoro.rodrigo@hotmail.com,2020-09-20,Bronce,18863.14,Activo
1109,Individual,Chelo,Domínguez Cabañas,1962-09-12,Mujer,"Pasadizo Adoración Soriano 19, Torrent",Torrent,Valencia,España,+34845 34 14 73,chelo.dominguez@hotmail.com,2022-01-12,Plata,22585.32,Activo
1110,Individual,Custodia,Murcia Estrada,1960-03-07,Mujer,"Cuesta Roque Camps 192, Utrera",Utrera,Sevilla,España,+34 873 018 762,custodia.murcia@outlook.com,2024-09-10,Bronce,20383.53,Activo
1111,Individual,Pepe,Villalobos Guerra,2001-03-22,Hombre,"C. Georgina Tamarit 243, Roquetas de Mar",Roquetas de Mar,Almería,España,+34 974573814,pepe.villalobos@hotmail.com,2021-01-29,Bronce,21292.5,Activo
1112,Individual,Consuelo,Roda Ferrera,1992-08-04,Mujer,"Cañada Salomón Ferrera 174, Cuenca",Cuenca,Cuenca,España,+34842 48 12 10,consuelo.roda@welfordbank.es,2021-03-16,Oro,19753.04,Activo
1113,Individual,Rosario,Fernández Perales,1953-05-02,Mujer,"C. Oriana Herrero 251, Cuenca",Cuenca,Cuenca,España,+34 920 433 731,rosario.fernandez@welfordbank.es,2020-10-31,Plata,20223.63,Activo
1114,Individual,Consuela,Salas Cabo,1981-01-28,Mujer,"C. de Octavio Pablo 95, Ourense",Ourense,Ourense,España,+34942 50 79 21,consuela.salas@welfordbank.es,2021-11-17,Plata,12251.82,Activo
1115,Individual,Guadalupe,Román Cantero,1972-12-17,Hombre,"Pasaje de Quique Olivé 87, Pontevedra",Pontevedra,Pontevedra,España,+34 973016826,guadalupe.roman@outlook.com,2022-11-20,Plata,20148.44,Activo
1116,Individual,Eladio,Benítez Bustamante,1936-07-04,Hombre,"Camino Bernarda Herrero 215, Santa Cruz de Tenerife",Santa Cruz de Tenerife,Santa Cruz de Tenerife,España,+34901755455,eladio.benitez@hotmail.com,2023-09-04,Plata,561.62,Activo
1117,Individual,Pili,Chico Mir,1943-10-02,Mujer,"Plaza Reyna Batlle 207, Torrelavega",Torrelavega,Cantabria,España,+34826275736,pili.chico@hotmail.com,2021-10-03,Plata,10612.1,Activo
1118,Empresa,Construcción Zamorano S.L.,,1998-02-18,,"Alameda de Eloísa Quevedo 8, Santiago de Compostela",Santiago de Compostela,La Coruña,España,+34 876 082 392,construcci.empresa2@gmail.com,2021-03-12,Bronce,14260.84,Activo
1119,Individual,Amor,Montserrat Sala,1978-08-02,Hombre,"Ronda de Eloísa Solé 83, Avilés",Avilés,Asturias,España,+34843096341,amor.montserrat@welfordbank.es,2023-10-31,Plata,17938.3,Activo
1120,Empresa,Marcela Cervantes Rivas S.A.T.,,2014-04-13,,"Calle Bernabé Gual 207, Almería",Almería,Almería,España,+34 984633505,marcelacer.empresa@gmail.com,2021-06-30,Plata,22947.14,Activo
1121,Individual,Domitila,Espada Flores,1973-12-10,Mujer,"Acceso Pánfilo Alba 28, Terrassa",Terrassa,Barcelona,España,+34 975 081 369,domitila.espada@gmail.com,2025-03-28,Plata,12465.05,Activo
1122,Individual,Édgar,Benavente Mateos,1959-03-06,Mujer,"Cañada Edelmiro Ayuso 241, Plasencia",Plasencia,Cáceres,España,+34 882 65 37 90,edgar.benavente@hotmail.com,2022-01-01,Plata,22687.16,Inactivo
1123,Individual,Marciano,Benavides Olivé,1999-10-09,Mujer,"Via Florentino Bermejo 32, Castellón de la Plana",Castellón de la Plana,Castellón,España,+34 988 04 80 79,marciano.benavides@outlook.com,2023-09-18,Bronce,27547.31,Activo
1124,Empresa,Norberto Fábregas Donoso S.A.,,1979-02-27,,"Cuesta Clímaco Parejo 64, Salamanca",Salamanca,Salamanca,España,+34825 882 583,norbertofa.empresa@gmail.com,2020-08-16,Plata,14628.24,Activo
1125,Individual,Azeneth,Serna Llorens,1977-05-10,Mujer,"Acceso Mauricio Viña 54, Talavera de la Reina",Talavera de la Reina,Toledo,España,+34 973 723 788,azeneth.serna@outlook.com,2023-07-09,Plata,18880.52,Activo
1126,Individual,Jacinto,Tolosa Bartolomé,1999-07-18,Mujer,"Camino Nayara Pazos 63, Azuqueca de Henares",Azuqueca de Henares,Guadalajara,España,+34 807264047,jacinto.tolosa@outlook.com,2023-02-26,Plata,29010.42,Activo
1127,Individual,Abigaíl,Aguilar Camacho,1956-10-02,Hombre,"Via de Ciriaco Fortuny 99, Almería",Almería,Almería,España,+34 875 603 378,abigail.aguilar@hotmail.com,2020-07-08,Bronce,3248.87,Activo
1128,Individual,Sigfrido,Alarcón Gómez,1950-03-02,Hombre,"Acceso de Rogelio Gomis 142, Jaén",Jaén,Jaén,España,+34922 532 751,sigfrido.alarcon@welfordbank.es,2021-11-01,Bronce,28536.53,Activo
1129,Empresa,Restauración Bejarano S.Coop.,,1979-10-13,,"Pasadizo Tere Bou 249, Tudela",Tudela,Navarra,España,+34 880384267,restauraci.empresa@welfordbank.es,2020-04-12,Platino,29426.54,Activo
1130,Individual,Kike,Pujadas Clavero,1968-07-25,Hombre,"Pasadizo Febe Pagès 272, Burgos",Burgos,Burgos,España,+34 949 78 09 50,kike.pujadas@hotmail.com,2021-06-21,Plata,30318.94,Activo
1131,Individual,Carlos,Mulet Guillen,1960-05-07,Hombre,"Vial Samanta Losada 163, Hospitalet de Llobregat",Hospitalet de Llobregat,Barcelona,España,+34 720041232,carlos.mulet@hotmail.com,2021-02-05,Oro,20371.97,Activo
1132,Individual,Marco,Bustamante Bartolomé,1942-08-23,Mujer,"Pasadizo Olalla Cruz 206, Calatayud",Calatayud,Zaragoza,España,+34872349746,marco.bustamante@gmail.com,2020-07-09,Plata,8602.61,Activo
1133,Individual,Juan Antonio,Bello Laguna,2004-09-27,Hombre,"C. de Florinda Suárez 86, Andújar",Andújar,Jaén,España,+34806664549,juanantonio.bello@hotmail.com,2023-07-17,Oro,19362.17,Inactivo
1134,Individual,Loreto,Mosquera Sarabia,1985-01-13,Mujer,"Paseo de Begoña Gallardo 181, Manacor",Manacor,Illes Balears,España,+34 877 436 541,loreto.mosquera@hotmail.com,2021-07-07,Plata,29304.37,Activo
1135,Individual,Gil,Navas Andreu,1995-07-07,Hombre,"Via de Maristela Luís 51, Torrent",Torrent,Valencia,España,+34 852 83 68 94,gil.navas@hotmail.com,2020-07-19,Plata,9153.02,Activo
1136,Individual,Pascual,Soria Jove,1970-04-22,Mujer,"Pasaje Sandalio Marín 34, Salamanca",Salamanca,Salamanca,España,+34 881 691 319,pascual.soria@hotmail.com,2020-09-25,Bronce,18843.1,Activo
1137,Individual,Hortensia,Terrón Barrera,2002-07-21,Mujer,"Pasaje de Ángela Tormo 108, Santiago de Compostela",Santiago de Compostela,La Coruña,España,+34844435775,hortensia.terron@gmail.com,2022-03-07,Plata,15994.35,Activo
1138,Empresa,Tecnologías Mayol S.A.,,1970-01-14,,"Callejón de Sol Tur 15, Guadalajara",Guadalajara,Guadalajara,España,+34988 38 58 66,tecnologia.empresa1@gmail.com,2023-03-20,Plata,8745.69,Inactivo
1139,Individual,Macario,Ripoll Campo,1988-04-09,Hombre,"Avenida Timoteo Exposito 50, Lepe",Lepe,Huelva,España,+34 920731379,macario.ripoll@outlook.com,2023-03-11,Oro,24949.88,Inactivo
1140,Individual,Malena,Cañete Parejo,2006-07-20,Hombre,"Glorieta Hermenegildo Verdejo 1, Ponferrada",Ponferrada,León,España,+34880 943 759,malena.canete@gmail.com,2020-12-27,Plata,22876.39,Inactivo
1141,Individual,Edelmira,Angulo Alfonso,1952-03-08,Mujer,"Cuesta Nadia Portillo 61, Calahorra",Calahorra,La Rioja,España,+34925 58 43 26,edelmira.angulo@welfordbank.es,2022-04-03,Plata,21815.87,Activo
1142,Empresa,Encarnacion Gimenez Pagès S.Coop.,,1963-11-05,,"Via de Estela Arco 112, Salamanca",Salamanca,Salamanca,España,+34800 34 62 77,encarnacio.empresa@outlook.com,2022-05-25,Platino,16133.07,Activo
1143,Individual,Gil,Noriega Cortina,1970-07-03,Hombre,"C. de Armando Jara 115, Monzón",Monzón,Huesca,España,+34721 486 081,gil.noriega@hotmail.com,2024-03-29,Plata,18772.29,Activo
1144,Empresa,Comercial LU S.L.,,1976-02-25,,"C. de Constanza Recio 242, Jaén",Jaén,Jaén,España,+34951 679 500,comerciall.empresa@gmail.com,2021-02-13,Bronce,20813.73,Inactivo
1145,Individual,Rocío,Bermejo Anglada,1955-01-29,Mujer,"Cuesta de Corona Feliu 235, Almería",Almería,Almería,España,+34942 677 203,rocio.bermejo@welfordbank.es,2021-02-01,Bronce,22843.25,Activo
1146,Individual,Emiliana,Velázquez Llano,1982-05-08,Hombre,"Urbanización Wilfredo Benítez 223, Gijón",Gijón,Asturias,España,+34844 095 497,emiliana.velazquez@gmail.com,2025-03-21,Bronce,3474.33,Activo
1147,Individual,Gonzalo,Fonseca Samper,1997-12-29,Mujer,"Cuesta de Maricruz Nieto 147, Toledo",Toledo,Toledo,España,+34737 40 17 23,gonzalo.fonseca@outlook.com,2025-02-11,Plata,30276.7,Activo
1148,Individual,Sigfrido,Barrera Arregui,1941-06-24,Hombre,"C. de Felicia Pedro 195, León",León,León,España,+34828 923 383,sigfrido.barrera@gmail.com,2022-03-16,Plata,17867.63,Activo
1149,Individual,Úrsula,Campillo Almagro,1973-11-18,Mujer,"Camino de Fito Valenciano 225, Tudela",Tudela,Navarra,España,+34977606738,ursula.campillo@outlook.com,2025-03-20,Plata,16435.91,Activo
1150,Empresa,Despacho del Norte S.A.,,1985-09-14,,"Cuesta René Ortiz 170, Vilagarcía de Arousa",Vilagarcía de Arousa,Pontevedra,España,+34827344445,despachode.empresa@welfordbank.es,2021-01-25,Bronce,3362.9,Activo
1151,Individual,Gastón,Figueroa Espinosa,1985-07-21,Hombre,"Alameda Jesús Tudela 150, Illescas",Illescas,Toledo,España,+34 875 70 33 47,gaston.figueroa@gmail.com,2023-05-10,Bronce,31670.6,Inactivo
1152,Individual,Rafa,Batalla Clemente,1939-01-27,Mujer,"Paseo de Lucila Vilanova 161, Roquetas de Mar",Roquetas de Mar,Almería,España,+34743932420,rafa.batalla@hotmail.com,2021-04-06,Plata,15660.03,Activo
1153,Individual,Malena,Morera Melero,1983-04-30,Hombre,"Plaza Nazario Armas 281, Madrid",Madrid,Madrid,España,+34927881837,malena.morera@gmail.com,2022-04-24,Bronce,14296.65,Activo
1154,Individual,Albino,Sáez Guillen,2002-12-06,Hombre,"Calle de Jose Luis Cabanillas 256, Cartagena",Cartagena,Murcia,España,+34959 82 05 24,albino.saez@outlook.com,2022-03-22,Plata,34665.54,Inactivo
1155,Individual,Marco,Higueras Fortuny,1983-05-20,Hombre,"Glorieta de Nilo Álamo 142, Don Benito",Don Benito,Badajoz,España,+34 944468415,marco.higueras@welfordbank.es,2020-04-14,Bronce,18668.5,Activo
1156,Individual,Ramona,Rosa Soto,1952-03-14,Mujer,"Alameda de Raquel Guzman 13, Oviedo",Oviedo,Asturias,España,+34913 36 91 91,ramona.rosa@outlook.com,2021-12-08,Plata,10139.7,Activo
1157,Individual,Natividad,Bárcena Mas,1999-07-23,Hombre,"Cuesta Ariel Girón 176, Melilla",Melilla,Melilla,España,+34974 455 257,natividad.barcena@gmail.com,2020-12-26,Plata,35257.36,Inactivo
1158,Individual,Basilio,Izquierdo Vizcaíno,1987-01-21,Mujer,"Cuesta de Juan José Palma 84, Telde",Telde,Las Palmas,España,+34880731623,basilio.izquierdo@hotmail.com,2021-08-05,Plata,28543.19,Activo
1159,Individual,María Jesús,Manrique Pujadas,1977-03-13,Mujer,"Glorieta Hilario Luque 157, Illescas",Illescas,Toledo,España,+34 973 245 885,mariajesus.manrique@welfordbank.es,2022-09-21,Platino,15339.41,Inactivo
1160,Individual,Domingo,Noguera Bilbao,1946-12-06,Hombre,"Pasaje de Consuela Alcántara 223, Vilagarcía de Arousa",Vilagarcía de Arousa,Pontevedra,España,+34 800 012 230,domingo.noguera@hotmail.com,2024-04-23,Plata,24927.38,Inactivo
1161,Empresa,Servicios Ariño S.L.,,2019-10-21,,"Pasadizo de Calista Rosa 35, Verín",Verín,Ourense,España,+34730 727 948,serviciosa.empresa@gmail.com,2021-01-27,Bronce,16351.22,Activo
1162,Individual,Gonzalo,Cerro Herrera,1977-12-15,Mujer,"Ronda de Alma Llano 65, Valladolid",Valladolid,Valladolid,España,+34 708 726 562,gonzalo.cerro@outlook.com,2021-12-24,Bronce,27803.77,Inactivo
1163,Individual,Aurora,Vicente Calleja,1976-08-07,Mujer,"Glorieta Gregorio Verdugo 277, Arrecife",Arrecife,Las Palmas,España,+34683 468 784,aurora.vicente@welfordbank.es,2024-09-10,Bronce,19860.49,Activo
1164,Individual,Erasmo,Calderón Barros,2006-12-19,Mujer,"Camino de Donato Vázquez 19, Lepe",Lepe,Huelva,España,+34975887750,erasmo.calderon@welfordbank.es,2024-08-08,Bronce,27535.11,Activo
1165,Individual,Baudelio,Ramos Lerma,1951-04-14,Hombre,"Via de Alexandra Osuna 12, Azuqueca de Henares",Azuqueca de Henares,Guadalajara,España,+34 986900717,baudelio.ramos@welfordbank.es,2020-12-14,Plata,36278.53,Activo
1166,Empresa,Promociones Inteligentes S.L.,,1996-05-31,,"Glorieta de León González 209, San Cristóbal de La Laguna",San Cristóbal de La Laguna,Santa Cruz de Tenerife,España,+34981 12 70 90,promocione.empresa@welfordbank.es,2020-11-20,Bronce,24800.95,Activo
1167,Individual,Pío,Mayoral Comas,1936-04-19,Mujer,"Via de Vito Marin 255, Oviedo",Oviedo,Asturias,España,+34 828814182,pio.mayoral@outlook.com,2025-05-11,Plata,16001.32,Activo
1168,Individual,Agustín,Casares Tejedor,1955-09-19,Mujer,"Callejón de Josefina Isern 247, Almazán",Almazán,Soria,España,+34 912 96 85 42,agustin.casares@welfordbank.es,2024-11-04,Oro,32576.05,Inactivo
1169,Individual,Cecilio,Valverde Roda,2004-02-15,Mujer,"Glorieta de Marina Cabrero 17, Ourense",Ourense,Ourense,España,+34941856396,cecilio.valverde@hotmail.com,2024-08-30,Plata,25418.17,Activo
1170,Individual,Cirino,Cordero Frías,1969-01-21,Mujer,"Cañada Maribel Guerra 87, Santander",Santander,Cantabria,España,+34 876 828 743,cirino.cordero@outlook.com,2024-07-07,Plata,22370.78,Activo
1171,Individual,Alcides,Ruano Pérez,1957-12-11,Hombre,"Ronda Josué Saldaña 226, Ceuta",Ceuta,Ceuta,España,+34 902714687,alcides.ruano@outlook.com,2024-07-25,Bronce,33501.97,Inactivo
1172,Individual,Florina,Tejero Requena,1945-09-10,Mujer,"C. de Tito Mayol 267, Huesca",Huesca,Huesca,España,+34988 861 891,florina.tejero@welfordbank.es,2022-08-20,Bronce,28983.64,Activo
1173,Empresa,Hermanos Ruano S.L.,,1982-12-15,,"Pasadizo Nazaret Abella 11, Tarragona",Tarragona,Tarragona,España,+34947 00 42 25,hermanosru.empresa@hotmail.com,2024-12-15,Oro,9405.65,Activo
1174,Individual,Priscila,Manuel Zurita,1998-05-01,Hombre,"Glorieta Raquel Sola 291, Logroño",Logroño,La Rioja,España,+34 872795680,priscila.manuel@welfordbank.es,2020-07-26,Bronce,25355.98,Activo
1175,Individual,Flavia,Cuervo Ferrera,1986-07-28,Mujer,"Avenida Abril Vilar 189, Lepe",Lepe,Huelva,España,+34 885 231 337,flavia.cuervo@welfordbank.es,2021-09-30,Oro,17315.26,Activo
1176,Individual,Candela,Tamayo Solé,2003-05-28,Hombre,"Callejón de Coral Zabaleta 53, Tarancón",Tarancón,Cuenca,España,+34 826 630 099,candela.tamayo@welfordbank.es,2021-07-19,Bronce,30803.63,Activo
1177,Individual,Jennifer,Espejo Heredia,1965-07-28,Hombre,"Calle de Gervasio Pombo 220, Tarragona",Tarragona,Tarragona,España,+34924 405 175,jennifer.espejo@hotmail.com,2023-06-23,Bronce,21287.65,Activo
1178,Empresa,Familia Mendez S.Com.,,1963-06-12,,"Pasadizo de Guadalupe Alegria 93, Marbella",Marbella,Málaga,España,+34866 13 20 40,familiamen.empresa@gmail.com,2024-10-20,Plata,18835.43,Inactivo
1179,Empresa,Téllez y asociados S.L.U.,,1973-12-11,,"C. de Isidro Mulet 202, Guardo",Guardo,Palencia,España,+34 974 50 78 98,tellezyaso.empresa@hotmail.com,2023-09-04,Bronce,19209.82,Inactivo
1180,Individual,Victoria,Arellano Montero,1987-12-06,Hombre,"Avenida Nuria Olivé 261, Huesca",Huesca,Huesca,España,+34 725703337,victoria.arellano@hotmail.com,2022-11-05,Bronce,23092.06,Activo
1181,Empresa,Zabala y Mosquera S.A.,,2003-04-26,,"Pasaje Pastor Chamorro 210, Móstoles",Móstoles,Madrid,España,+34 926595823,zabalaymos.empresa@gmail.com,2024-07-17,Bronce,8440.35,Activo
1182,Individual,Natalia,Mayol Tormo,1967-06-19,Hombre,"Alameda Rosario Gallo 283, Badajoz",Badajoz,Badajoz,España,+34 946 18 54 63,natalia.mayol@gmail.com,2021-10-30,Plata,29200.11,Inactivo
1183,Empresa,Asensio y asociados S.C.P,,2007-10-05,,"Pasadizo Ramona Uriarte 255, Algeciras",Algeciras,Cádiz,España,+34823 411 068,asensioyas.empresa@welfordbank.es,2021-06-17,Bronce,19639.96,Activo
1184,Individual,Wálter,Casanovas Herranz,1997-01-06,Mujer,"Urbanización Ciro Nadal 3, Talavera de la Reina",Talavera de la Reina,Toledo,España,+34 988 265 629,walter.casanovas@welfordbank.es,2021-12-28,Plata,19619.15,Inactivo
1185,Individual,Fernando,Suarez Daza,1950-03-22,Mujer,"Ronda Epifanio Jódar 223, Dos Hermanas",Dos Hermanas,Sevilla,España,+34 881 609 225,fernando.suarez@hotmail.com,2020-10-14,Plata,10320.96,Activo
1186,Individual,Feliciana,Torrijos Márquez,1977-04-15,Hombre,"Paseo Emiliana Tejero 76, Andújar",Andújar,Jaén,España,+34946 675 493,feliciana.torrijos@outlook.com,2021-11-28,Oro,10000.7,Activo
1187,Individual,Gracia,Talavera Bayo,1996-11-04,Mujer,"Camino de Sarita Calleja 289, San Sebastián",San Sebastián,Guipúzcoa,España,+34723 271 886,gracia.talavera@gmail.com,2024-01-15,Plata,7934.49,Activo
1188,Individual,Florencio,Quevedo Rosales,1962-12-30,Mujer,"Cañada de Porfirio Romero 232, Torrelavega",Torrelavega,Cantabria,España,+34 900 00 59 56,florencio.quevedo@hotmail.com,2020-09-21,Bronce,20775.93,Inactivo
1189,Individual,Florinda,Bosch Carrillo,1981-09-24,Hombre,"Pasaje de Raúl Millán 248, Monforte de Lemos",Monforte de Lemos,Lugo,España,+34975069273,florinda.bosch@gmail.com,2020-05-31,Oro,15940.22,Activo
1190,Individual,Emigdio,Cueto Amor,1963-06-21,Hombre,"Cañada de Chucho Bas 26, Granada",Granada,Granada,España,+34879000795,emigdio.cueto@outlook.com,2022-11-14,Oro,21727.08,Inactivo
1191,Individual,Ignacio,Alba Cerdá,1952-02-18,Mujer,"Pasaje de Jaime Estévez 201, Badajoz",Badajoz,Badajoz,España,+34 941 348 923,ignacio.alba@hotmail.com,2023-03-20,Bronce,15904.02,Activo
1192,Empresa,Lucas Chico Galiano S.A.,,1998-05-18,,"Pasadizo de Feliciano Mayoral 115, León",León,León,España,+34807804518,lucaschico.empresa@welfordbank.es,2022-05-08,Plata,19024.25,Inactivo
1193,Individual,Manolo,Camps Cerro,1961-09-04,Hombre,"Alameda de Pía Mármol 138, Albacete",Albacete,Albacete,España,+34 806 470 093,manolo.camps@gmail.com,2021-06-27,Bronce,20547.92,Activo
1194,Individual,Florinda,Donaire Solera,1976-06-24,Hombre,"Ronda Abril Girón 216, A Coruña",A Coruña,La Coruña,España,+34 843 62 86 38,florinda.donaire@hotmail.com,2023-01-20,Plata,23744.04,Inactivo
1195,Individual,Adelardo,Perera Gallo,1974-03-13,Hombre,"Avenida Leire Perelló 197, Alicante",Alicante,Alicante,España,+34 924726558,adelardo.perera@welfordbank.es,2020-01-28,Bronce,9888.82,Activo
1196,Individual,Josefina,Palacios Coca,1943-11-11,Hombre,"Glorieta de Ámbar Rojas 38, Ceuta",Ceuta,Ceuta,España,+34881 90 43 80,josefina.palacios@gmail.com,2022-05-19,Plata,6959.12,Activo
1197,Individual,Alexandra,Bellido Calatayud,1985-04-30,Hombre,"C. Anastasia Ortuño 29, Lorca",Lorca,Murcia,España,+34 723 461 695,alexandra.bellido@hotmail.com,2022-10-01,Bronce,7038.54,Activo
1198,Individual,Ramón,Viana Cózar,2005-08-13,Hombre,"Alameda Duilio Casal 186, Córdoba",Córdoba,Córdoba,España,+34 845 943 310,ramon.viana@hotmail.com,2020-10-27,Oro,18680.79,Activo
1199,Empresa,Custodio Alcalde Guerrero S.L.N.E,,1951-04-29,,"Plaza María Carmen Abascal 100, Cuéllar",Cuéllar,Segovia,España,+34901 628 081,custodioal.empresa@hotmail.com,2022-01-03,Plata,23766.73,Activo
1200,Individual,Belén,Soto Blanes,1964-10-23,Hombre,"Acceso Trini Rosselló 84, Ceuta",Ceuta,Ceuta,España,+34849150400,belen.soto@outlook.com,2020-04-24,Bronce,34347.51,Activo
1201,Empresa,Familia Salcedo S.L.,,1950-12-08,,"Via de Calisto Exposito 172, A Coruña",A Coruña,La Coruña,España,+34871 76 09 41,familiasal.empresa@gmail.com,2022-06-28,Plata,8676.33,Activo
1202,Individual,Víctor,Uribe Mayo,2006-05-30,Hombre,"Callejón de Consuelo Haro 258, León",León,León,España,+34973120737,victor.uribe@gmail.com,2023-05-02,Plata,28197.02,Activo
1203,Individual,Roxana,Mayol Peñas,1972-02-12,Mujer,"Cañada de Anabel Blanes 282, Ejea de los Caballeros",Ejea de los Caballeros,Zaragoza,España,+34735959444,roxana.mayol@welfordbank.es,2020-02-24,Bronce,6775.96,Inactivo
1204,Individual,Silvestre,Morales Pereira,2003-11-03,Hombre,"Paseo de Alba Hervia 256, Lleida",Lleida,Lleida,España,+34 880715587,silvestre.morales@outlook.com,2020-02-10,Bronce,16763.4,Activo
1205,Individual,Octavio,Puente Gelabert,1978-04-28,Mujer,"C. Balduino Carrillo 14, Andújar",Andújar,Jaén,España,+34 824734716,octavio.puente@gmail.com,2024-06-01,Platino,14500.14,Activo
1206,Individual,Mamen,Garriga Orozco,2001-01-31,Hombre,"Plaza de Iker Campillo 139, Benavente",Benavente,Zamora,España,+34 901 013 954,mamen.garriga@welfordbank.es,2024-01-19,Plata,34898.18,Activo
1207,Individual,Aitana,Gaya Garcia,1972-11-12,Mujer,"Callejón de Candelaria Echevarría 248, Linares",Linares,Jaén,España,+34902181848,aitana.gaya@hotmail.com,2021-02-11,Oro,17740.59,Activo
1208,Individual,Cristian,Mata Coronado,1998-11-04,Mujer,"Camino Adora Calvo 1, Salamanca",Salamanca,Salamanca,España,+34 872 74 39 30,cristian.mata@welfordbank.es,2022-03-10,Bronce,4169.58,Activo
1209,Individual,Tecla,Chico Padilla,1952-02-29,Mujer,"Pasadizo Zoraida Barrios 81, San Cristóbal de La Laguna",San Cristóbal de La Laguna,Santa Cruz de Tenerife,España,+34 954 728 567,tecla.chico@gmail.com,2021-11-27,Bronce,19292.3,Activo
1210,Individual,Oriana,Escobar Luján,1953-09-28,Mujer,"Avenida de Dominga Rovira 92, Ciudad Rodrigo",Ciudad Rodrigo,Salamanca,España,+34888 680 750,oriana.escobar@outlook.com,2022-04-12,Bronce,19426.41,Activo
1211,Empresa,Servicios Comas & Asociados S.A.D,,1975-02-23,,"Camino de Herberto Rodrigo 123, Palencia",Palencia,Palencia,España,+34844998749,serviciosc.empresa@hotmail.com,2020-11-27,Platino,11293.24,Activo
1212,Empresa,Arco y Cuadrado S.L.,,1996-05-24,,"Ronda de Adalberto Fiol 237, Irún",Irún,Guipúzcoa,España,+34 880576669,arcoycuadr.empresa@outlook.com,2020-05-10,Bronce,10327.87,Activo
1213,Individual,José Antonio,Toro Español,1988-04-03,Hombre,"Glorieta de Sebastian Villalonga 153, Cádiz",Cádiz,Cádiz,España,+34 841284192,joseantonio.toro@hotmail.com,2021-08-13,Bronce,13336.82,Inactivo
1214,Individual,Rafaela,Melero Pizarro,1962-03-08,Mujer,"Rambla Gloria Melero 31, Ibiza",Ibiza,Illes Balears,España,+34 942829207,rafaela.melero@gmail.com,2020-08-07,Bronce,3409.14,Inactivo
1215,Empresa,Restauración del Levante S.Coop.,,1967-09-27,,"Pasadizo Lara Rocha 209, Lleida",Lleida,Lleida,España,+34 925 673 169,restauraci.empresa1@welfordbank.es,2020-10-04,Platino,10719.39,Activo
1216,Individual,Emiliana,Royo Chaves,1972-02-05,Hombre,"Ronda de Rosa Pacheco 87, Figueres",Figueres,Girona,España,+34 943 13 69 10,emiliana.royo@outlook.com,2023-06-16,Plata,32173.9,Activo
1217,Empresa,Finanzas Peralta S.L.N.E,,2005-07-08,,"Pasaje Mariano Rey 211, Alcañiz",Alcañiz,Teruel,España,+34 821 69 48 81,finanzaspe.empresa@hotmail.com,2023-09-19,Plata,26075.35,Activo
1218,Individual,Lupita,Boix Riba,1946-05-07,Mujer,"Pasaje Alejandro Valenciano 38, Lugo",Lugo,Lugo,España,+34881603852,lupita.boix@welfordbank.es,2024-08-27,Oro,20502.22,Activo
1219,Individual,Atilio,Cantero Cerro,1949-03-15,Mujer,"Paseo de Berto Barragán 116, Burgos",Burgos,Burgos,España,+34921 355 443,atilio.cantero@outlook.com,2021-11-05,Bronce,11743.96,Inactivo
1220,Individual,Blanca,Oliva Ródenas,1940-09-27,Mujer,"Cañada de Silvestre Cervera 208, Castellón de la Plana",Castellón de la Plana,Castellón,España,+34 821959741,blanca.oliva@gmail.com,2023-04-24,Bronce,22247.09,Activo
1221,Empresa,Pardo y Figueroa S.L.L.,,1962-08-25,,"Pasaje de Montserrat Heredia 144, Ourense",Ourense,Ourense,España,+34 888 148 040,pardoyfigu.empresa@hotmail.com,2020-05-06,Bronce,23852.71,Activo
1222,Individual,Imelda,Company Fuster,1957-02-01,Hombre,"Avenida Abilio Lopez 158, Zamora",Zamora,Zamora,España,+34 822 03 76 15,imelda.company@gmail.com,2020-12-10,Plata,19771.12,Activo
1223,Individual,Nacho,Domingo Sáez,1991-09-04,Mujer,"Avenida Irma Casares 25, León",León,León,España,+34821 02 97 85,nacho.domingo@hotmail.com,2023-04-30,Plata,19277.13,Inactivo
1224,Individual,Jimena,Román Ponce,2002-11-23,Mujer,"Paseo Alejo Carrión 39, Soria",Soria,Soria,España,+34 725 832 612,jimena.roman@outlook.com,2021-09-13,Bronce,19272.96,Activo
1225,Individual,Concha,Patiño Baeza,1950-11-20,Hombre,"Glorieta Elisa Peñas 216, Almuñécar",Almuñécar,Granada,España,+34888 513 240,concha.patino@outlook.com,2023-05-27,Bronce,24761.09,Activo
1226,Individual,Sergio,Carro Pablo,1968-02-20,Hombre,"Paseo Valeria Dominguez 68, Roquetas de Mar",Roquetas de Mar,Almería,España,+34 980521371,sergio.carro@gmail.com,2024-06-02,Oro,15143.23,Activo
1227,Empresa,Prieto y Rosselló S.A.,,2023-03-12,,"Camino de Tecla Manso 299, Ceuta",Ceuta,Ceuta,España,+34877 294 971,prietoyros.empresa@gmail.com,2025-04-05,Oro,28362.35,Activo
